business_id,name,city,state,latitude,longitude,stars,review_count,romance_score,final_score,schedule
xEDY0QS9tGl5WhIBkZSqnw,Canal Bistro Mediterranean Grille,Indianapolis,IN,39.872051,-86.142622,4.5,378,9,0.023746701846965697,
5HZPNcMR5dHQ1OyOb-RDgw,Nonna Mia Cafe & Pizzeria,New Orleans,LA,29.9802825,-90.0840396,3.5,294,9,0.023728813559322035,
tWJ3DwufXIKdlLTEw7K96g,India Rasoi,Saint Louis,MO,38.641305,-90.26225,4.0,340,8,0.02346041055718475,Monday: 05:00 PM-10:00 PM; Tuesday: 05:00 PM-10:00 PM; Wednesday: 05:00 PM-10:00 PM; Thursday: 05:00 PM-10:00 PM; Friday: 05:00 PM-10:30 PM; Saturday: 05:00 PM-10:30 PM; Sunday: 05:00 PM-09:00 PM
9ruUYAz35q6mgUpxb5zZhg,Casa Borrega,New Orleans,LA,29.9395179749,-90.0808029175,3.5,302,8,0.0231023102310231,
AUBQPQ8wftMBbP2Q3Lbn0w,Sakura,Tucson,AZ,32.24547,-110.853369,2.5,217,13,0.022935779816513763,Monday: 11:00 AM-10:00 PM; Tuesday: 11:00 AM-10:00 PM; Wednesday: 11:00 AM-10:00 PM; Thursday: 11:00 AM-10:00 PM; Friday: 11:00 AM-11:00 PM; Saturday: 12:00 PM-11:00 PM; Sunday: 12:00 PM-10:00 PM
XJ1KN2kQGBIo8h1nWvZNzw,Rick's Cafe Boatyard,Indianapolis,IN,39.8276859,-86.3009382,3.5,774,20,0.02258064516129032,
azksjpT1jYuk6mTdM2YsgA,Romano's Macaroni Grill,Brandon,FL,27.9392829,-82.3259858,2.5,112,4,0.022123893805309734,
cAbdvzqtFLaAAMFIyPf2AA,Holdren's Steaks & Seafood,Santa Barbara,CA,34.4171144,-119.6958556,4.0,544,12,0.022018348623853212,
Ra9zH1CBYtAC6vMfKYsHew,El Gato Negro,New Orleans,LA,30.0048338,-90.1123071,3.5,319,6,0.021875,
7AjM-d3gsgpvKDQSX6QCuA,Bristol Seafood Grill,Creve Coeur,MO,38.67114,-90.443969,4.0,551,16,0.021739130434782608,Monday: 12:00 AM-12:00 AM; Tuesday: 11:00 AM-11:00 PM; Wednesday: 10:30 AM-02:00 PM; Thursday: 11:00 AM-07:00 PM; Friday: 03:00 PM-09:00 PM; Saturday: 04:00 PM-09:30 PM; Sunday: 04:00 PM-08:00 PM
nIAbuktMEzVjT4P9pG89rQ,Buddakan,Philadelphia,PA,39.9489186,-75.1471667,4.0,1561,54,0.020486555697823303,
2qHkwqao9GyxnDXHzCv4JA,Wedge + Fig,Philadelphia,PA,39.9538296,-75.1449499,4.0,408,12,0.019559902200488997,
rVGxva6cx2eID4ghDLVHJg,1225Raw Sushi and Sake Lounge,Philadelphia,PA,39.9498493,-75.1615489,3.5,545,24,0.019230769230769232,Monday: 12:00 AM-12:00 AM; Tuesday: 04:00 PM-10:00 PM; Wednesday: 04:00 PM-10:00 PM; Thursday: 04:00 PM-10:00 PM; Friday: 01:00 PM-11:00 PM; Saturday: 01:00 PM-11:00 PM; Sunday: 04:00 PM-10:00 PM
w9grvGu-5bHNucOeReHzfA,Urban Grub,Nashville,TN,36.1249635,-86.7891047,4.0,1278,31,0.018764659890539485,
DeVlppoc8dPBhOCPrm4wmg,Harry & Izzy's,Indianapolis,IN,39.7645705993,-86.1596685387,4.0,895,16,0.017857142857142856,Monday: 12:00 AM-12:00 AM; Tuesday: 11:00 AM-10:00 PM; Wednesday: 11:00 AM-10:00 PM; Thursday: 11:00 AM-10:00 PM; Friday: 11:00 AM-11:00 PM; Saturday: 11:00 AM-11:00 PM; Sunday: 12:00 PM-09:00 PM
e5fCI12X_GLCST668S4ROA,The Court of Two Sisters,New Orleans,LA,29.9576181,-90.0653889,3.5,1827,20,0.01723194748358862,
gQ5_wcFqhplc9xrnSCt6-Q,Scordato's Pizzeria,Tucson,AZ,32.295803,-110.971607,4.0,465,8,0.017167381974248927,
ztnYPn2w0R4lEJL266apzg,Cody's Original Roadhouse,Tampa,FL,28.0103415954,-82.608850434,3.0,174,3,0.017142857142857144,
HpLIHgoz3XPTyol5tKKb_w,Arirang Hibachi Steakhouse,Langhorne,PA,40.1786120787,-74.8788206403,3.5,216,4,0.016129032258064516,
n5P6-HWN3kFSYBxfVfDxEg,Shephard's Beach Resort,Clearwater Beach,FL,27.96718,-82.82716,3.0,371,7,0.016129032258064516,
75FY8ZQx5nOWP0VFmNvWfw,Atchafalaya Restaurant,New Orleans,LA,29.9212715,-90.0878562,4.5,2037,37,0.015456329735034347,
wxJwNCV2oC5Tnan8rzi9iw,Zest! Exciting Food Creations,Indianapolis,IN,39.851459,-86.138688,4.0,267,7,0.014925373134328358,
pUlpCJBYR7chLMMUKA5Ydg,The Maison,New Orleans,LA,29.9627937,-90.0580004,4.0,565,5,0.014134275618374558,
SjiRaZoWaDpkCCpq5SsrMw,Union Kitchen & Union Party Room,New Orleans,LA,29.9566786326,-90.0666184483,4.0,567,9,0.014084507042253521,
X6ZkbbAwCcz-ML1iihsszw,Craft Street Kitchen Trinity,Trinity,FL,28.204689,-82.66286,4.5,644,11,0.013953488372093023,Monday: 04:00 PM-10:00 PM; Tuesday: 04:00 PM-10:00 PM; Wednesday: 04:00 PM-10:00 PM; Thursday: 04:00 PM-11:00 PM; Friday: 04:00 PM-12:00 AM; Saturday: 11:00 AM-12:00 AM; Sunday: 11:00 AM-10:00 PM
uYMVRPYEqpmVXWN2xOs5KQ,Cooper's Hawk Winery & Restaurants - Tampa,Tampa,FL,27.9654184,-82.512508,4.0,1154,25,0.013852813852813853,
73UjNbSoQjQAOS45rcihFg,Cantina Dos Segundos,Philadelphia,PA,39.9648195,-75.1402322,4.0,904,18,0.013259668508287293,Monday: 05:00 PM-11:00 PM; Tuesday: 05:00 PM-11:00 PM; Wednesday: 05:00 PM-11:00 PM; Thursday: 05:00 PM-11:00 PM; Friday: 05:00 PM-11:00 PM; Saturday: 12:00 PM-11:00 PM; Sunday: 12:00 PM-11:00 PM
fuiVa2_MABIQS7pINKcoLw,Siam Square,Indianapolis,IN,39.7543726,-86.1418859,4.0,632,12,0.01263823064770932,
ILvJAuSP0sYWJKAQ-Goh4Q,Kensington Quarters,Philadelphia,PA,39.9705028,-75.1346993,4.0,318,9,0.012539184952978056,
HF4Oh0KDTYo6xvf_JCoybQ,Aquarium Restaurant,Nashville,TN,36.2053817,-86.6936052,3.5,568,9,0.012302284710017574,
cOXc8c85Ms6dMEAJazLXHQ,McGillin's Olde Ale House,Philadelphia,PA,39.950168,-75.162607,4.0,979,14,0.012244897959183673,
dVtDmflu2O8mTMcYdtudEQ,Urban Comfort,Saint Petersburg,FL,27.7713502,-82.6687869,4.0,336,5,0.011869436201780416,Monday: 12:00 AM-12:00 AM; Tuesday: 11:00 AM-10:00 PM; Wednesday: 11:00 AM-10:00 PM; Thursday: 11:00 AM-10:00 PM; Friday: 11:00 AM-11:00 PM; Saturday: 10:00 AM-11:00 PM; Sunday: 10:00 AM-10:00 PM
ReV4Q3rEJ8neicQPc6pC0w,St. Elmo Steak House,Indianapolis,IN,39.764849,-86.1598,4.0,2035,29,0.011787819253438114,Monday: 12:00 AM-12:00 AM; Tuesday: 04:00 PM-10:00 PM; Wednesday: 04:00 PM-10:00 PM; Thursday: 04:00 PM-10:00 PM; Friday: 04:00 PM-11:00 PM; Saturday: 03:00 PM-11:00 PM; Sunday: 04:00 PM-09:00 PM
5K9oTIa83359gJKHyFPcJQ,Kimcheese,Chesterfield,MO,38.6803749,-90.498266,4.5,393,5,0.011421319796954314,
gpSv4OvISIeyBAqcNN5bqw,Peel Wood Fired Pizza,O'Fallon,IL,38.591452,-89.912272,4.0,385,8,0.010362694300518135,
5rScKeYVjFk8VahsvJv9QA,Mikimoto,New Orleans,LA,29.9623346259,-90.1132959741,4.0,394,6,0.010126582278481013,Monday: 11:00 AM-10:00 PM; Tuesday: 11:00 AM-10:00 PM; Wednesday: 11:00 AM-10:00 PM; Thursday: 11:00 AM-10:00 PM; Friday: 11:00 AM-10:30 PM; Saturday: 04:00 PM-10:30 PM; Sunday: 11:30 AM-10:00 PM
59-56qbtgwGigLNNsZiVZQ,Snapper's Sea Grill,St. Pete Beach,FL,27.7321616,-82.7444168,4.5,1388,19,0.009719222462203024,Monday: 04:00 PM-10:00 PM; Tuesday: 04:00 PM-10:00 PM; Wednesday: 04:00 PM-10:00 PM; Thursday: 04:00 PM-10:00 PM; Friday: 04:00 PM-10:30 PM; Saturday: 04:00 PM-10:30 PM; Sunday: 04:00 PM-10:00 PM
OHzX-ZD9qyoeoxR8Z0dlIA,Khyber Pass Pub,Philadelphia,PA,39.9486423,-75.1441173,4.0,845,19,0.009456264775413711,
tFpstYqxugKHzeyNUsuD_A,The Pint Room,Carmel,IN,39.9785056799,-86.1286025097,4.0,423,8,0.009433962264150943,Monday: 04:30 PM-11:00 PM; Tuesday: 04:30 PM-11:00 PM; Wednesday: 04:30 PM-11:00 PM; Thursday: 04:30 PM-11:00 PM; Friday: 12:00 PM-12:00 AM; Saturday: 12:00 PM-12:00 AM; Sunday: 12:00 PM-09:00 PM
kjDXbqCihUxgDvQn1n57hA,Nook,Tucson,AZ,32.2220286,-110.9711576,4.0,547,7,0.0072992700729927005,
g2zwbLIqxtN9nGGuL43trg,Pizza Brain,Philadelphia,PA,39.9806746,-75.1280968,4.0,575,10,0.006944444444444444,
Gr6nYrQ_-3p4LcE4M84lTw,Dave & Buster's,Philadelphia,PA,39.9570239499,-75.1374835117,2.5,515,9,0.0048449612403100775,Monday: 12:00 AM-12:00 AM; Tuesday: 12:00 PM-10:00 PM; Wednesday: 10:00 AM-11:59 PM; Thursday: 12:00 PM-09:00 PM; Friday: 12:00 PM-09:00 PM; Saturday: 10:00 AM-02:00 AM; Sunday: 10:00 AM-11:59 PM
yPSejq3_erxo9zdVYTBnZA,Los Agaves,Santa Barbara,CA,34.4274939,-119.686624,4.5,3834,20,0.00469361147327249,
ezB8e2rijjViprrcTdIiQQ,La Teresita Cafe,Tampa,FL,27.9664282,-82.4963345,4.0,995,12,0.004016064257028112,
